,prop_id,year,date,week,team1,team2,spread,team1_pick_pct,team2_pick_pct,score1,score2,winner,spread_winner
81,dc62cd70-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 13:30:00,6,Dolphins,Jaguars,3.5,0.4046187952721367,0.5953812047278634,20.0,23.0,Jaguars,Jaguars
82,dc63b7d0-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 17:00:00,6,Texans,Colts,-10.5,0.6890780369335106,0.3109219630664895,3.0,31.0,Colts,Colts
83,dc631b90-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 17:00:00,6,Packers,Bears,4.5,0.785562414266118,0.21443758573388202,24.0,14.0,Packers,Packers
84,dc64c940-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 17:00:00,6,Chargers,Ravens,-3.5,0.7331412633004671,0.26685873669953286,6.0,34.0,Ravens,Ravens
85,dc642d00-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 17:00:00,6,Chiefs,Washington,6.5,0.780704873097611,0.21929512690238895,31.0,13.0,Chiefs,Chiefs
86,dc63dee0-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 17:00:00,6,Rams,Giants,10.5,0.7283114442228793,0.2716885557771207,38.0,11.0,Rams,Rams
87,dc6369b0-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 17:07:00,6,Bengals,Lions,3.5,0.6746907924874026,0.32530920751259734,34.0,11.0,Bengals,Bengals
88,dc647b20-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 17:07:00,6,Vikings,Panthers,-1.5,0.46114643832786206,0.5388535616721379,34.0,28.0,Vikings,Vikings
89,dc64f050-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 20:05:00,6,Cardinals,Browns,-2.5,0.6062987635169047,0.3937012364830953,37.0,14.0,Cardinals,Cardinals
90,dc656580-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 20:25:00,6,Cowboys,Patriots,4.5,0.7572745655824793,0.24272543441752065,35.0,29.0,Cowboys,Cowboys
91,dc653e70-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-17 20:25:00,6,Raiders,Broncos,-3.5,0.3887740771610929,0.6112259228389071,34.0,24.0,Raiders,Raiders
92,dc65b3a0-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-18 00:20:00,6,Seahawks,Steelers,-4.5,0.3416751147611942,0.6583248852388058,20.0,23.0,Steelers,Seahawks
93,dc65dab0-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-19 00:15:00,6,Bills,Titans,5.5,0.7803228547153781,0.21967714528462193,31.0,34.0,Titans,Titans
